time,on,off,diff
263.06085,17910,7181,10729
263.1011,17876,7181,10695
263.14124,17876,7214,10662
263.18149,17894,7214,10680
263.22177,17894,7178,10716
263.26184,17877,7178,10699
263.30204,17877,7200,10677
263.34217,17887,7200,10687
263.38236,17887,7188,10699
263.42252,17885,7188,10697
263.46268,17885,7154,10731
263.50278,17900,7154,10746
263.54298,17900,7173,10727
263.58323,17891,7173,10718
263.62342,17891,7192,10699
263.66358,17892,7192,10700
263.70396,17892,7186,10706
263.74394,17914,7186,10728
263.7841,17914,7172,10742
263.82432,17891,7172,10719
263.86445,17891,7199,10692
263.90461,17882,7199,10683
263.94493,17882,7165,10717
263.98506,17910,7165,10745
264.02519,17910,7192,10718
264.06538,17896,7192,10704
264.10561,17896,7190,10706
264.14577,17906,7190,10716
264.18605,17906,7158,10748
264.22606,17661,7158,10503
264.26625,17661,7184,10477
264.30635,17897,7184,10713
264.34664,17897,7187,10710
264.38689,17896,7187,10709
264.42693,17896,7201,10695
264.46721,17888,7201,10687
264.50728,17888,7165,10723
264.5476,17912,7165,10747
264.5877,17912,7182,10730
264.62804,17884,7182,10702
264.66815,17884,7186,10698
264.70825,17883,7186,10697
264.74856,17883,7187,10696
264.7886,17906,7187,10719
264.82882,17906,7187,10719
264.86902,17883,7187,10696
264.90924,17883,7186,10697
264.94937,17921,7186,10735
264.98996,17921,7197,10724
265.02951,17883,7197,10686
265.06964,17883,7181,10702
265.11005,17906,7181,10725
265.15015,17906,7195,10711
265.19034,17918,7195,10723
265.23068,17918,7187,10731
265.27075,17900,7187,10713
265.31083,17900,7160,10740
265.35102,17887,7160,10727
265.39115,17887,7191,10696
265.43131,17877,7191,10686
265.47156,17877,7187,10690
265.51173,17872,7187,10685
265.55192,17872,7187,10685
265.59202,17881,7187,10694
265.63245,17881,7203,10678
265.67249,17876,7203,10673
265.71266,17876,7187,10689
265.75276,17896,7187,10709
265.79316,17896,7186,10710
265.83336,17891,7186,10705
265.87358,17891,7178,10713
265.91377,17913,7178,10735
265.95387,17913,7208,10705
265.99419,17889,7208,10681
266.03438,17889,7190,10699
266.07454,17901,7190,10711
266.11467,17901,7191,10710
266.15489,17909,7191,10718
266.19506,17909,7173,10736
266.23525,17899,7173,10726
266.27544,17899,7188,10711
266.31569,17895,7188,10707
266.35579,17895,7174,10721
266.39602,17901,7174,10727
266.43627,17901,7176,10725
266.47652,17881,7176,10705
266.51665,17881,7180,10701
266.55682,17906,7180,10726
266.59704,17906,7183,10723
266.6379,17906,7183,10723
266.67736,17906,7187,10719
266.71746,17882,7187,10695
266.75769,17882,7193,10689
266.79788,17891,7193,10698
266.83798,17891,7187,10704
266.8782,17875,7187,10688
266.91836,17875,7194,10681
266.95862,17897,7194,10703
266.99881,17897,7170,10727
267.03909,17894,7170,10724
267.07919,17894,7166,10728
267.11936,17896,7166,10730
267.16007,17896,7168,10728
267.19959,17888,7168,10720
267.23978,17888,7171,10717
267.28022,17888,7171,10717
267.32026,17888,7162,10726
267.36051,17895,7162,10733
267.40061,17895,7184,10711
267.44086,17884,7184,10700
267.48103,17884,7182,10702
267.52113,17892,7182,10710
267.56135,17892,7174,10718
267.60154,17895,7174,10721
267.64173,17895,7179,10716
267.68189,17899,7179,10720
267.72206,17899,7192,10707
267.76228,17903,7192,10711
267.80241,17903,7190,10713
267.84254,17887,7190,10697
267.8827,17887,7185,10702
267.92341,18067,7185,10882
267.963,18067,7165,10902
268.00322,17891,7165,10726
268.0435,17891,7192,10699
268.08363,17870,7192,10678
268.1238,17870,7191,10679
268.16396,17891,7191,10700
268.20415,17891,7177,10714
268.24419,17918,7177,10741
268.28435,17918,7172,10746
268.32464,17883,7172,10711
268.3648,17883,7190,10693
268.4049,17888,7190,10698
268.44512,17888,7159,10729
268.4854,17878,7159,10719
268.52554,17878,7175,10703
268.56576,17894,7175,10719
268.60583,17894,7176,10718
268.64617,17869,7176,10693
268.68621,17869,7184,10685
268.72641,17906,7184,10722
268.7666,17906,7167,10739
268.80685,17908,7167,10741
268.8471,17908,7164,10744
268.88721,17890,7164,10726
268.92743,17890,7171,10719
268.96762,17881,7171,10710
269.00778,17881,7179,10702
269.04801,17881,7179,10702
269.08823,17881,7178,10703
269.12827,17901,7178,10723
269.16846,17901,7168,10733
269.20871,17899,7168,10731
269.249,17899,7168,10731
269.28916,17871,7168,10703
269.32932,17871,7178,10693
269.36954,17885,7178,10707
269.40977,17885,7183,10702
269.44984,17881,7183,10698
269.49015,17881,7171,10710
269.53034,17882,7171,10711
269.57096,17882,7186,10696
269.61042,17879,7186,10693
269.6508,17879,7171,10708
269.69102,17878,7171,10707
269.73124,17878,7182,10696
269.77153,17882,7182,10700
269.81166,17882,7177,10705
269.85182,17873,7177,10696
269.89192,17873,7177,10696
269.93217,17908,7177,10731
269.97231,17908,7150,10758
270.01256,17894,7150,10744
270.05269,17894,7178,10716
270.09279,18032,7178,10854
270.13286,18032,7172,10860
270.17299,17873,7172,10701
270.21334,17873,7155,10718
270.25347,17886,7155,10731
270.29372,17886,7156,10730
270.33391,17886,7156,10730
270.37414,17886,7164,10722
270.41433,17899,7164,10735
270.45449,17899,7161,10738
270.49474,17894,7161,10733
270.53488,17894,7160,10734
270.57501,17871,7160,10711
270.61517,17871,7165,10706
270.65545,17871,7165,10706
270.69555,17871,7146,10725
270.73568,17865,7146,10719
270.77591,17865,7167,10698
270.81607,17855,7167,10688
270.8566,17855,7130,10725
270.89642,17873,7130,10743
270.93646,17873,7149,10724
270.97681,17869,7149,10720
271.017,17869,7170,10699
271.05713,17867,7170,10697
271.09751,17867,7164,10703
271.13764,17892,7164,10728
271.17774,17892,7148,10744
271.21796,17846,7148,10698
271.25812,17846,7133,10713
271.29828,17858,7133,10725
271.33848,17858,7132,10726
271.37867,17857,7132,10725
271.41877,17857,7166,10691
271.45893,17845,7166,10679
271.49928,17845,7149,10696
271.53938,17871,7149,10722
271.57948,17871,7163,10708
271.62025,17858,7163,10695
271.65974,17858,7153,10705
271.69996,17871,7153,10718
271.74037,17871,7171,10700
271.78041,17848,7171,10677
271.82057,17848,7176,10672
271.86085,17883,7176,10707
271.90071,17883,7143,10740
271.94099,17861,7143,10718
271.98116,17861,7171,10690
272.02144,17883,7171,10712
272.06157,17883,7166,10717
272.10167,17869,7166,10703
272.14193,17869,7164,10705
272.18221,17890,7164,10726
272.22228,17890,7151,10739
272.26247,17880,7151,10729
272.3026,17880,7142,10738
272.34277,17850,7142,10708
272.38314,17850,7162,10688
272.42312,17862,7162,10700
272.46334,17862,7169,10693
272.5036,17883,7169,10714
272.54397,17883,7162,10721
272.58401,17877,7162,10715
272.62432,17877,7168,10709
272.66452,17882,7168,10714
272.70474,17882,7162,10720
272.74496,17852,7162,10690
272.78512,17852,7164,10688
272.82532,17879,7164,10715
272.86557,17879,7155,10724
272.90573,17894,7155,10739
272.94602,17894,7178,10716
272.98606,17856,7178,10678
273.02631,17856,7133,10723
273.06641,17870,7133,10737
273.10663,17870,7169,10701
273.14673,17849,7169,10680
273.18699,17849,7156,10693
273.22715,17869,7156,10713
273.2674,17869,7138,10731
273.30762,17873,7138,10735
273.34779,17873,7170,10703
273.38798,17857,7170,10687
273.42814,17857,7146,10711
273.46833,17843,7146,10697
273.50849,17843,7136,10707
273.54872,17859,7136,10723
273.58888,17859,7153,10706
273.62904,17842,7153,10689
273.66923,17842,7180,10662
273.70933,17863,7180,10683
273.74962,17863,7140,10723
273.79048,18058,7140,10918
273.82997,18058,7150,10908
273.8701,17856,7150,10706
273.91042,17856,7140,10716
273.95064,17851,7140,10711
273.99071,17851,7154,10697
274.03099,17876,7154,10722
274.07116,17876,7141,10735
274.11132,17854,7141,10713
274.15151,17854,7159,10695
274.19167,17851,7159,10692
274.23183,17851,7125,10726
274.27199,17844,7125,10719
274.3121,17844,7132,10712
274.35229,17857,7132,10725
274.39254,17857,7149,10708
274.43261,17868,7149,10719
274.4728,17868,7155,10713
274.51312,17882,7155,10727
274.55358,17882,7154,10728
274.59347,17869,7154,10715
274.63354,17869,7162,10707
274.67383,17856,7162,10694
274.71402,17856,7138,10718
274.75415,17869,7138,10731
274.79443,17869,7151,10718
274.83456,17819,7151,10668
274.8746,17819,7141,10678
274.91501,17861,7141,10720
274.95508,17861,7160,10701
274.99524,17855,7160,10695
275.03537,17855,7155,10700
275.07563,17851,7155,10696
275.11579,17851,7150,10701
275.15577,17849,7150,10699
275.19611,17849,7161,10688
275.2363,17875,7161,10714
275.2765,17875,7138,10737
275.3166,17834,7138,10696
275.35709,17834,7138,10696
275.39716,17869,7138,10731
275.43748,17869,7156,10713
275.47764,17880,7156,10724
275.51777,17880,7150,10730
275.55803,17855,7150,10705
275.59819,17855,7154,10701
275.63838,17845,7154,10691
275.67851,17845,7147,10698
275.7187,17852,7147,10705
275.75902,17852,7147,10705
275.79915,17856,7147,10709
275.83931,17856,7133,10723
275.87947,17879,7133,10746
275.91957,17879,7151,10728
275.95986,17849,7151,10698
275.99996,17849,7150,10699
276.04018,17849,7150,10699
276.08028,17849,7140,10709
276.12078,17861,7140,10721
276.16082,17861,7137,10724
276.20119,17840,7137,10703
276.2412,17840,7162,10678
276.28133,17841,7162,10679
276.32147,17841,7163,10678
276.36172,17842,7163,10679
276.40188,17842,7151,10691
276.4421,17849,7151,10698
276.48226,17849,7165,10684
276.52234,17865,7165,10700
276.56256,17865,7153,10712
276.60275,17858,7153,10705
276.64291,17858,7151,10707
276.68307,17851,7151,10700
276.7233,17851,7143,10708
276.7634,17865,7143,10722
276.80356,17865,7165,10700
276.84393,17870,7165,10705
276.8841,17870,7154,10716
276.92417,17869,7154,10715
276.9646,17869,7144,10725
277.00455,17835,7144,10691
277.04462,17835,7163,10672
277.08484,17859,7163,10696
277.12501,17859,7154,10705
277.16514,17865,7154,10711
277.2053,17865,7154,10711
277.24549,17858,7154,10704
277.28562,17858,7167,10691
277.32578,17868,7167,10701
277.36595,17868,7155,10713
277.40614,17856,7155,10701
277.44627,17856,7150,10706
277.48658,17802,7150,10652
277.52656,17802,7136,10666
277.56666,17873,7136,10737
277.60692,17873,7133,10740
277.64699,17848,7133,10715
277.6873,17848,7127,10721
277.72746,17849,7127,10722
277.76769,17849,7143,10706
277.80791,17842,7143,10699
277.8481,17842,7139,10703
277.88826,17842,7139,10703
277.92842,17842,7137,10705
277.96852,17862,7137,10725
278.00875,17862,7133,10729
278.04891,17877,7133,10744
278.08907,17877,7128,10749
278.12923,17862,7128,10734
278.16939,17862,7141,10721
278.20965,17881,7141,10740
278.25057,17881,7143,10738
278.28991,17840,7143,10697
278.33035,17840,7138,10702
278.37048,17859,7138,10721
278.41064,17859,7149,10710
278.45086,17851,7149,10702
278.49109,17851,7152,10699
278.53094,17852,7152,10700
278.57123,17852,7140,10712
278.61139,17857,7140,10717
278.65164,17857,7126,10731
278.69177,17848,7126,10722
278.73199,17848,7135,10713
278.77225,17849,7135,10714
278.81241,17849,7132,10717
278.85266,17860,7132,10728
278.89286,17860,7138,10722
278.93308,17868,7138,10730
278.97321,17868,7136,10732
279.01346,17868,7136,10732
279.05369,17868,7163,10705
279.09388,17868,7163,10705
279.13404,17868,7145,10723
279.17423,17868,7145,10723
279.21452,17868,7136,10732
279.25474,17865,7136,10729
279.29505,17865,7148,10717
279.33515,17860,7148,10712
279.37525,17860,7135,10725
279.41551,17847,7135,10712
279.45561,17847,7152,10695
279.4958,17838,7152,10686
279.53596,17838,7143,10695
279.57612,17858,7143,10715
279.61638,17858,7149,10709
279.6566,18018,7149,10869
279.69676,18018,7115,10903
279.73686,17854,7115,10739
279.77699,17854,7151,10703
279.8174,17845,7151,10694
279.85756,17845,7142,10703
279.89846,17851,7142,10709
279.93755,17851,7130,10721
279.97783,17851,7130,10721
280.01809,17851,7136,10715
280.05834,17869,7136,10733
280.09844,17869,7134,10735
280.13863,17853,7134,10719
280.17892,17853,7127,10726
280.21908,17832,7127,10705
280.25909,17832,7138,10694
280.29943,17839,7138,10701
280.33966,17839,7136,10703
280.37979,17851,7136,10715
280.41977,17851,7119,10732
280.46008,17813,7119,10694
280.50021,17813,7126,10687
280.54046,17865,7126,10739
280.58066,17865,7159,10706
280.62079,17827,7159,10668
280.66092,17827,7103,10724
280.70117,17855,7103,10752
280.74133,17855,7118,10737
280.78165,17838,7118,10720
280.82178,17838,7150,10688
280.86185,17855,7150,10705
280.90201,17855,7168,10687
280.94217,17858,7168,10690
280.98234,17858,7142,10716
281.02259,17848,7142,10706
281.06275,17848,7114,10734
281.10297,17852,7114,10738
281.14317,17852,7162,10690
281.18394,18020,7162,10858
281.2234,18020,7133,10887
281.26365,17851,7133,10718
281.30393,17851,7116,10735
281.34404,17855,7116,10739
281.38429,17855,7150,10705
281.42436,17866,7150,10716
281.46455,17866,7127,10739
281.50471,17870,7127,10743
281.54497,17870,7140,10730
281.58516,17855,7140,10715
281.62526,17855,7124,10731
281.66548,17848,7124,10724
281.70561,17848,7157,10691
281.74593,17867,7157,10710
281.78606,17867,7139,10728
281.82625,17849,7139,10710
281.86638,17849,7128,10721
281.90661,17827,7128,10699
281.94686,17827,7142,10685
281.98723,17844,7142,10702
282.02724,17844,7132,10712
282.06759,17868,7132,10736
282.10787,17868,7138,10730
282.14813,17850,7138,10712
282.1881,17850,7133,10717
282.22833,17847,7133,10714
282.26852,17847,7142,10705
282.30868,17854,7142,10712
282.34887,17854,7122,10732
282.38903,17834,7122,10712
282.4292,17834,7114,10720
282.46939,17837,7114,10723
282.50952,17837,7129,10708
282.54962,17860,7129,10731
282.58993,17860,7133,10727
282.6301,17841,7133,10708
282.67026,17841,7139,10702
282.71033,17835,7139,10696
282.75064,17835,7135,10700
282.79074,17874,7135,10739
282.83152,17874,7106,10768
282.87119,17833,7106,10727
282.91132,17833,7130,10703
282.95157,17825,7130,10695
282.99171,17825,7139,10686
283.03187,17855,7139,10716
283.07221,17855,7128,10727
283.11231,17848,7128,10720
283.1525,17848,7129,10719
283.19261,17850,7129,10721
283.23277,17850,7129,10721
283.27299,17846,7129,10717
283.31309,17846,7118,10728
283.3535,18023,7118,10905
283.39335,18023,7141,10882
283.43352,17855,7141,10714
283.47389,17855,7120,10735
283.51396,17839,7120,10719
283.55415,17839,7112,10727
283.59435,17854,7112,10742
283.63469,17854,7126,10728
283.67473,17848,7126,10722
283.71486,17848,7122,10726
283.75511,17850,7122,10728
283.79537,17850,7135,10715
283.83547,17834,7135,10699
283.87563,17834,7131,10703
283.91585,17829,7131,10698
283.95595,17829,7115,10714
283.99618,17834,7115,10719
284.03634,17834,7122,10712
284.07659,17848,7122,10726
284.11691,17848,7110,10738
284.15679,17840,7110,10730
284.19702,17840,7129,10711
284.2373,17838,7129,10709
284.2774,17838,7132,10706
284.31756,17818,7132,10686
284.35803,17818,7124,10694
284.39804,17832,7124,10708
284.4382,17832,7130,10702
284.47845,17824,7130,10694
284.51855,17824,7124,10700
284.55872,17824,7124,10700
284.59894,17824,7115,10709
284.63913,17860,7115,10745
284.67932,17860,7134,10726
284.71948,17842,7134,10708
284.75971,17842,7131,10711
284.7999,17862,7131,10731
284.84006,17862,7129,10733
284.88086,17851,7129,10722
284.92039,17851,7131,10720
284.96049,17829,7131,10698
285.00083,17829,7141,10688
285.0409,17860,7141,10719
285.08115,17860,7120,10740
285.12144,17854,7120,10734
285.16157,17854,7134,10720
285.20155,17856,7134,10722
285.24177,17856,7129,10727
285.2819,17849,7129,10720
285.32209,17849,7126,10723
285.36232,17865,7126,10739
285.40242,17865,7126,10739
285.44285,17833,7126,10707
285.48289,17833,7142,10691
285.52312,17861,7142,10719
285.56331,17861,7141,10720
285.60356,17831,7141,10690
285.64375,17831,7104,10727
285.68395,17827,7104,10723
285.72414,17827,7131,10696
285.76442,17850,7131,10719
285.80455,17850,7128,10722
285.84478,17847,7128,10719
285.88503,17847,7132,10715
285.92519,17856,7132,10724
285.96535,17856,7104,10752
286.00545,17839,7104,10735
286.04574,17839,7137,10702
286.08581,17850,7137,10713
286.12597,17850,7135,10715
286.16613,17839,7135,10704
286.20645,17839,7130,10709
286.24664,17849,7130,10719
286.28677,17849,7152,10697
286.32687,17846,7152,10694
286.36725,17846,7154,10692
286.40729,17832,7154,10678
286.44751,17832,7140,10692
286.48761,17843,7140,10703
286.52805,17843,7155,10688
286.56796,17883,7155,10728
286.60806,17883,7154,10729
286.64826,17839,7154,10685
286.68845,17839,7144,10695
286.72855,17860,7144,10716
286.76877,17860,7140,10720
286.8089,17853,7140,10713
286.84907,17853,7116,10737
286.88923,17841,7116,10725
286.92942,17841,7129,10712
286.96967,17851,7129,10722
287.00974,17851,7122,10729
287.05018,18005,7122,10883
287.0901,18005,7114,10891
287.13026,17846,7114,10732
287.17045,17846,7133,10713
287.21064,17831,7133,10698
287.25071,17831,7143,10688
287.29124,17848,7143,10705
287.33122,17848,7138,10710
287.37129,17833,7138,10695
287.41148,17833,7130,10703
287.45171,17850,7130,10720
287.49181,17850,7132,10718
287.53206,17853,7132,10721
287.57225,17853,7115,10738
287.61244,17856,7115,10741
287.65261,17856,7132,10724
287.69277,17861,7132,10729
287.73287,17861,7106,10755
287.77309,17849,7106,10743
287.81353,17849,7103,10746
287.85351,17830,7103,10727
287.8937,17830,7119,10711
287.93395,17836,7119,10717
287.97402,17836,7136,10700
288.01428,17811,7136,10675
288.05447,17811,7120,10691
288.09457,17836,7120,10716
288.13476,17836,7145,10691
288.17495,17847,7145,10702
288.21521,17847,7127,10720
288.25531,17838,7127,10711
288.2955,17838,7124,10714
288.33587,17835,7124,10711
288.37598,17835,7132,10703
288.4162,17834,7132,10702
288.45636,17834,7115,10719
288.49655,17847,7115,10732
288.53671,17847,7106,10741
288.57681,17852,7106,10746
288.61688,17852,7119,10733
288.65705,17846,7119,10727
288.69727,17846,7118,10728
288.73755,17826,7118,10708
288.77762,17826,7116,10710
288.81785,17815,7116,10699
288.85798,17815,7117,10698
288.89814,17855,7117,10738
288.93836,17855,7109,10746
288.97855,17851,7109,10742
289.01866,17851,7136,10715
289.05888,17856,7136,10720
289.09898,17856,7107,10749
289.13917,17835,7107,10728
289.17918,17835,7151,10684
289.21959,18022,7151,10871
289.25966,18022,7134,10888
289.29976,17852,7134,10718
289.33989,17852,7134,10718
289.38029,17855,7134,10721
289.42036,17855,7117,10738
289.46071,17853,7117,10736
289.50081,17853,7145,10708
289.54091,17858,7145,10713
289.58113,17858,7149,10709
289.62139,17850,7149,10701
289.66152,17850,7149,10701
289.70165,17866,7149,10717
289.74175,17866,7106,10760
289.78197,17859,7106,10753
289.82213,17859,7142,10717
289.8623,17856,7142,10714
289.90249,17856,7134,10722
289.94262,17858,7134,10724
289.98281,17858,7105,10753
290.02285,17845,7105,10740
290.06301,17845,7154,10691
290.10333,17850,7154,10696
290.14349,17850,7122,10728
290.18359,17838,7122,10716
290.22394,17838,7136,10702
290.2641,17848,7136,10712
290.30426,17848,7125,10723
290.34445,17846,7125,10721
290.38473,17846,7125,10721
290.42493,17834,7125,10709
290.46512,17834,7116,10718
290.50522,17822,7116,10706
290.54538,17822,7135,10687
290.5856,17836,7135,10701
290.6258,17836,7117,10719
290.66596,17866,7117,10749
290.70615,17866,7127,10739
290.74705,18025,7127,10898
290.78647,18025,7126,10899
290.82664,17852,7126,10726
290.86695,17852,7126,10726
290.90702,17859,7126,10733
290.94721,17859,7117,10742
290.98734,17851,7117,10734
291.02766,17851,7122,10729
291.06776,17830,7122,10708
291.10798,17830,7136,10694
291.14814,17874,7136,10738
291.1884,17874,7124,10750
291.22859,17860,7124,10736
291.26869,17860,7138,10722
291.30891,17854,7138,10716
291.34901,17854,7115,10739
291.3893,17844,7115,10729
291.4294,17844,7120,10724
291.46959,17823,7120,10703
291.50987,17823,7144,10679
291.55007,17840,7144,10696
291.59029,17840,7130,10710
291.63048,17820,7130,10690
291.67055,17820,7137,10683
291.71068,17846,7137,10709
291.75078,17846,7141,10705
291.79104,17835,7141,10694
291.83117,17835,7117,10718
291.87136,17833,7117,10716
291.91149,17833,7117,10716
291.95171,17821,7117,10704
291.99188,17821,7114,10707
292.0321,17838,7114,10724
292.07232,17838,7130,10708
292.11245,17844,7130,10714
292.15262,17844,7144,10700
292.19272,17853,7144,10709
292.23297,17853,7128,10725
292.2731,17853,7128,10725
292.31335,17853,7106,10747
292.35352,17870,7106,10764
292.39407,17870,7117,10753
292.43353,17835,7117,10718
292.47382,17835,7116,10719
292.5141,17815,7116,10699
292.55429,17815,7148,10667
292.59439,17845,7148,10697
292.63462,17845,7125,10720
292.67478,17843,7125,10718
292.71488,17843,7134,10709
292.75504,17851,7134,10717
292.79526,17851,7126,10725
292.83558,17853,7126,10727
292.87574,17853,7129,10724
292.91639,18011,7129,10882
292.956,18011,7128,10883
292.99613,17833,7128,10705
293.03642,17833,7126,10707
293.07658,17839,7126,10713
293.11668,17839,7126,10713
293.15684,17847,7126,10721
293.19719,17847,7145,10702
293.23732,17825,7145,10680
293.27769,17825,7120,10705
293.3177,17822,7120,10702
293.35802,17822,7125,10697
293.39815,17846,7125,10721
293.43834,17846,7113,10733
293.47853,17827,7113,10714
293.51866,17827,7121,10706
293.55889,17847,7121,10726
293.59899,17847,7109,10738
293.63921,17831,7109,10722
293.68001,17831,7117,10714
293.7196,17834,7117,10717
293.75976,17834,7135,10699
293.80004,17829,7135,10694
293.84014,17829,7110,10719
293.88036,17835,7110,10725
293.92059,17835,7137,10698
293.96093,17830,7137,10693
294.00103,17830,7115,10715
294.04126,17813,7115,10698
294.08139,17813,7131,10682
294.12167,17846,7131,10715
294.1618,17846,7119,10727
294.20206,17835,7119,10716
294.24222,17835,7107,10728
294.28253,17830,7107,10723
294.32254,17830,7125,10705
294.36273,17856,7125,10731
294.40286,17856,7126,10730
294.443,17836,7126,10710
294.48313,17836,7104,10732
294.52338,17849,7104,10745
294.56363,17849,7119,10730
294.60373,17838,7119,10719
294.64396,17838,7131,10707
294.68406,17847,7131,10716
294.72431,17847,7126,10721
294.76453,17826,7126,10700
294.84492,17832,7110,10722
294.88508,17832,7137,10695
294.92527,17828,7137,10691
294.96543,17828,7123,10705
295.00553,17844,7123,10721
295.04576,17844,7128,10716
295.08586,17851,7128,10723
295.12608,17851,7118,10733
295.1663,17843,7118,10725
295.2064,17843,7120,10723
295.24666,17816,7120,10696
295.28682,17816,7116,10700
295.32713,17838,7116,10722
295.36723,17838,7121,10717
295.40724,17851,7121,10730
295.44753,17851,7127,10724
295.48772,17831,7127,10704
295.52788,17831,7136,10695
295.56801,17829,7136,10693
295.60817,17829,7090,10739
295.64834,17877,7090,10787
295.6885,17877,7128,10749
295.72869,17843,7128,10715
295.76882,17843,7111,10732
295.80898,17839,7111,10728
295.84918,17839,7144,10695
295.88931,17857,7144,10713
295.92941,17857,7114,10743
295.96978,17839,7114,10725
296.00995,17839,7110,10729
296.05005,17844,7110,10734
296.09054,17844,7142,10702
296.13049,17832,7142,10690
296.17053,17832,7133,10699
296.21069,17836,7133,10703
296.25089,17836,7130,10706
296.29105,17843,7130,10713
296.33127,17843,7110,10733
296.37161,17857,7110,10747
296.41165,17857,7124,10733
296.45179,17826,7124,10702
296.49204,17826,7102,10724
296.53214,17835,7102,10733
296.57239,17835,7129,10706
296.61268,17719,7129,10590
296.65272,17719,7136,10583
296.69285,17835,7136,10699
296.73307,17835,7129,10706
296.77326,17835,7129,10706
296.81342,17835,7138,10697
296.85386,17850,7138,10712
296.89387,17850,7121,10729
296.93406,17849,7121,10728
296.97435,17849,7114,10735
297.01442,17851,7114,10737
297.05464,17851,7128,10723
297.09474,17842,7128,10714
297.13493,17842,7134,10708
297.17509,17865,7134,10731
297.21516,17865,7125,10740
297.25551,17823,7125,10698
297.29567,17823,7125,10698
297.33583,17828,7125,10703
297.37654,17828,7138,10690
297.41606,17837,7138,10699
297.45641,17837,7138,10699
297.49663,17837,7138,10699
297.53673,17837,7124,10713
297.57696,17818,7124,10694
297.61715,17818,7132,10686
297.65746,17834,7132,10702
297.69759,17834,7133,10701
297.73779,17826,7133,10693
297.77798,17826,7151,10675
297.81808,17846,7151,10695
297.85827,17846,7118,10728
297.89849,17831,7118,10713
297.93872,17831,7107,10724
297.97888,17841,7107,10734
298.01907,17841,7124,10717
298.05926,17848,7124,10724
298.09952,17848,7132,10716
298.13983,17856,7132,10724
298.17984,17856,7135,10721
298.21994,17837,7135,10702
298.26019,17837,7131,10706
298.30029,17842,7131,10711
298.3403,17842,7126,10716
298.38059,17839,7126,10713
298.42075,17839,7125,10714
298.46109,17825,7125,10700
298.5011,17825,7133,10692
298.54136,17844,7133,10711
298.58146,17844,7132,10712
298.6218,17835,7132,10703
298.66187,17835,7115,10720
298.70206,17863,7115,10748
298.74229,17863,7138,10725
298.78248,17992,7138,10854
298.82258,17992,7124,10868
298.8628,17860,7124,10736
298.90293,17860,7133,10727
298.94328,17860,7133,10727
298.98338,17860,7128,10732
299.02369,17817,7128,10689
299.0637,17817,7108,10709
299.1038,17843,7108,10735
299.14406,17843,7130,10713
299.18422,17838,7130,10708
299.22444,17838,7122,10716
299.30489,17829,7145,10684
299.34505,17857,7145,10712
299.38518,17857,7122,10735
299.42531,17834,7122,10712
299.46554,17834,7131,10703
299.50579,17849,7131,10718
299.54574,17849,7113,10736
299.58599,17853,7113,10740
299.62612,17853,7127,10726
299.6665,17826,7127,10699
299.70651,17826,7114,10712
299.74679,17843,7114,10729
299.78692,17843,7114,10729
299.82714,17825,7114,10711
299.8674,17825,7125,10700
299.90762,17850,7125,10725
299.94781,17850,7134,10716
299.98813,17818,7134,10684
300.0282,17818,7122,10696
300.0683,17837,7122,10715
300.10843,17837,7111,10726
300.14862,17824,7111,10713
300.18887,17824,7130,10694
300.22904,17846,7130,10716
300.2692,17846,7139,10707
300.30991,18008,7139,10869
300.34946,18008,7119,10889
300.38956,17833,7119,10714
300.43003,17833,7129,10704
300.47007,17867,7129,10738
300.5102,17867,7121,10746
300.55048,17843,7121,10722
300.59067,17843,7155,10688
300.63078,17864,7155,10709
300.671,17864,7146,10718
300.71119,17837,7146,10691
300.75138,17837,7137,10700
300.79145,17861,7137,10724
300.83168,17861,7138,10723
300.87187,17836,7138,10698
300.91203,17836,7119,10717
300.95222,17843,7119,10724
300.99232,17843,7133,10710
301.03255,17844,7133,10711
301.0728,17844,7140,10704
301.11296,17852,7140,10712
301.15312,17852,7139,10713
301.19335,17866,7139,10727
301.23354,17866,7143,10723
301.2737,17835,7143,10692
301.3138,17835,7133,10702
301.35405,17856,7133,10723
301.39422,17856,7121,10735
301.43447,17851,7121,10730
301.4746,17851,7145,10706
301.51479,17860,7145,10715
301.55505,17860,7137,10723
301.59515,17839,7137,10702
301.63531,17839,7134,10705
301.67553,17853,7134,10719
301.71566,17853,7145,10708
301.75592,17836,7145,10691
301.79599,17836,7139,10697
301.83624,17829,7139,10690
301.8764,17829,7142,10687
301.91662,17835,7142,10693
301.95733,17835,7130,10705
301.99704,17808,7130,10678
302.0372,17808,7122,10686
302.07742,17852,7122,10730
302.11765,17852,7129,10723
302.15778,17842,7129,10713
302.19794,17842,7129,10713
302.23819,17854,7129,10725
302.27835,17854,7104,10750
302.31852,17824,7104,10720
302.35868,17824,7118,10706
302.39884,17843,7118,10725
302.439,17843,7136,10707
302.47938,18011,7136,10875
302.51929,18011,7125,10886
302.55943,17849,7125,10724
302.59977,17849,7131,10718
302.63987,17832,7131,10701
302.68,17832,7115,10717
302.72035,17842,7115,10727
302.76036,17842,7124,10718
302.80061,17846,7124,10722
302.84071,17846,7141,10705
302.88093,17835,7141,10694
302.92113,17835,7103,10732
302.96123,17843,7103,10740
303.00139,17843,7125,10718
303.04161,17843,7125,10718
303.08189,17843,7124,10719
303.12196,17864,7124,10740
303.16219,17864,7126,10738
303.20241,17835,7126,10709
303.24248,17835,7119,10716
