time,on,off,diff
460.57185,17954,7387,10567
460.61189,17954,7376,10578
460.65205,17941,7376,10565
460.6923,17941,7361,10580
460.73247,17944,7361,10583
460.77272,17944,7372,10572
460.81291,17943,7372,10571
460.85317,17943,7364,10579
460.89336,17959,7364,10595
460.93358,17959,7389,10570
460.9738,17902,7389,10513
461.01403,17902,7358,10544
461.05422,17929,7358,10571
461.09502,17929,7373,10556
461.13448,17955,7373,10582
461.17467,17955,7370,10585
461.21502,17929,7370,10559
461.25515,17929,7383,10546
461.2954,17946,7383,10563
461.33566,17946,7390,10556
461.37582,17934,7390,10544
461.41601,17934,7378,10556
461.45645,17940,7378,10562
461.49636,17940,7380,10560
461.53668,17958,7380,10578
461.57699,17958,7372,10586
461.61709,17931,7372,10559
461.65725,17931,7373,10558
461.69745,17945,7373,10572
461.73767,17945,7347,10598
461.77792,17953,7347,10606
461.81824,17953,7338,10615
461.8587,17930,7338,10592
461.8985,17930,7356,10574
461.93884,17915,7356,10559
461.9791,17915,7349,10566
462.01914,17928,7349,10579
462.05948,17928,7350,10578
462.09971,17915,7350,10565
462.13987,17915,7350,10565
462.18018,17930,7350,10580
462.22053,17930,7357,10573
462.26051,17932,7357,10575
462.30094,17932,7357,10575
462.34104,17878,7357,10521
462.3812,17878,7346,10532
462.42149,17923,7346,10577
462.46168,17923,7343,10580
462.50196,17921,7343,10578
462.54213,17921,7383,10538
462.58229,17922,7383,10539
462.62248,17922,7360,10562
462.66282,17938,7360,10578
462.70302,17938,7367,10571
462.74321,17928,7367,10561
462.78337,17928,7342,10586
462.82359,17916,7342,10574
462.86369,17916,7327,10589
462.90386,17922,7327,10595
462.94408,17922,7351,10571
462.9843,17935,7351,10584
463.02446,17935,7347,10588
463.06472,17935,7347,10588
463.10497,17935,7361,10574
463.14516,17906,7361,10545
463.18535,17906,7337,10569
463.22561,17908,7337,10571
463.26577,17908,7357,10551
463.30615,17921,7357,10564
463.34634,17921,7361,10560
463.38647,17905,7361,10544
463.42694,17905,7366,10539
463.46713,17910,7366,10544
463.50753,17910,7364,10546
463.54745,17890,7364,10526
463.58755,17890,7353,10537
463.62781,17907,7353,10554
463.66806,17907,7370,10537
463.70822,17905,7370,10535
463.74847,17905,7353,10552
463.78867,17909,7353,10556
463.82883,17909,7379,10530
463.86917,17913,7379,10534
463.90927,17913,7372,10541
463.94947,17951,7372,10579
463.98969,17951,7342,10609
464.02967,18082,7342,10740
464.06998,18082,7320,10762
464.11024,17913,7320,10593
464.15064,17913,7341,10572
464.19074,17889,7341,10548
464.231,17889,7346,10543
464.2714,17904,7346,10558
464.31156,17904,7348,10556
464.35169,17899,7348,10551
464.39195,17899,7339,10560
464.43217,17880,7339,10541
464.47236,17880,7343,10537
464.51265,17907,7343,10564
464.55281,17907,7332,10575
464.59297,17911,7332,10579
464.63316,17911,7336,10575
464.67342,17904,7336,10568
464.71367,17904,7347,10557
464.75386,17930,7347,10583
464.79424,17930,7334,10596
464.83412,17902,7334,10568
464.87422,17902,7336,10566
464.91469,17902,7336,10566
464.95485,17902,7328,10574
464.99505,17918,7328,10590
465.03536,17918,7333,10585
465.07573,17917,7333,10584
465.1159,17917,7355,10562
465.15612,17897,7355,10542
465.19634,17897,7330,10567
465.23669,17908,7330,10578
465.2767,17908,7349,10559
465.31692,17914,7349,10565
465.35708,17914,7342,10572
465.39733,17906,7342,10564
465.43753,17906,7349,10557
465.47784,17901,7349,10552
465.51822,17901,7343,10558
465.55865,18370,7343,11027
465.59833,18370,7343,11027
465.63861,17896,7343,10553
465.67905,17896,7341,10555
465.71915,17924,7341,10583
465.75934,17924,7343,10581
465.79962,17907,7343,10564
465.83975,17907,7347,10560
465.87995,17908,7347,10561
465.9202,17908,7348,10560
465.96036,17906,7348,10558
466.00068,17906,7351,10555
466.04093,17902,7351,10551
466.08124,17902,7338,10564
466.12134,17901,7338,10563
466.16163,17901,7329,10572
466.20176,17923,7329,10594
466.24214,17923,7367,10556
466.28221,17893,7367,10526
466.32301,17893,7349,10544
466.36256,17926,7349,10577
466.40272,17926,7351,10575
466.44313,17894,7351,10543
466.48329,17894,7341,10553
466.52348,17894,7341,10553
466.56367,17894,7347,10547
466.6039,17917,7347,10570
466.64415,17917,7336,10581
466.6844,17901,7336,10565
466.72472,17901,7338,10563
466.76482,17907,7338,10569
466.80501,17907,7346,10561
466.8452,17920,7346,10574
466.88546,17920,7328,10592
466.92571,17901,7328,10573
466.96596,17901,7339,10562
467.00615,17921,7339,10582
467.04638,17921,7346,10575
467.08694,17925,7346,10579
467.1267,17925,7336,10589
467.16677,17894,7336,10558
467.20715,17894,7353,10541
467.24737,17913,7353,10560
467.28753,17913,7323,10590
467.32778,17903,7323,10580
467.36804,17903,7328,10575
467.40838,17896,7328,10568
467.44848,17896,7359,10537
467.48874,17892,7359,10533
467.52893,17892,7353,10539
467.56915,17909,7353,10556
467.60931,17909,7341,10568
467.64951,17911,7341,10570
467.68976,17911,7357,10554
467.72992,17889,7357,10532
467.77017,17889,7326,10563
467.81043,17914,7326,10588
467.85068,17914,7327,10587
467.891,17901,7327,10574
467.93122,17901,7333,10568
467.97138,17912,7333,10579
468.01169,17912,7330,10582
468.05189,17895,7330,10565
468.09214,17895,7316,10579
468.13236,17916,7316,10600
468.17262,17916,7352,10564
468.2129,17921,7352,10569
468.25288,17921,7352,10569
468.29322,17915,7352,10563
468.33345,17915,7343,10572
468.37342,17917,7343,10574
468.4138,17917,7352,10565
468.45411,17898,7352,10546
468.49425,17898,7341,10557
468.53462,17925,7341,10584
468.57481,17925,7336,10589
468.61494,17905,7336,10569
468.6552,17905,7325,10580
468.69536,17879,7325,10554
468.73567,17879,7331,10548
468.7759,17899,7331,10568
468.81612,17899,7325,10574
468.85634,17893,7325,10568
468.8965,17893,7332,10561
468.93682,17907,7332,10575
468.97701,17907,7353,10554
469.01708,17914,7353,10561
469.05743,17914,7341,10573
469.09771,17913,7341,10572
469.13793,17913,7337,10576
469.17819,17893,7337,10556
469.21844,17893,7338,10555
469.2586,17910,7338,10572
469.29879,17910,7332,10578
469.33905,17907,7332,10575
469.37915,17907,7352,10555
469.41925,17906,7352,10554
469.45962,17906,7315,10591
469.50027,17906,7315,10591
469.5401,17906,7329,10577
469.58026,17909,7329,10580
469.62054,17909,7323,10586
469.66065,17880,7323,10557
469.7009,17880,7344,10536
469.74115,17898,7344,10554
469.78134,17898,7345,10553
469.82169,17902,7345,10557
469.86185,17902,7318,10584
469.90198,17883,7318,10565
469.94217,17883,7329,10554
469.9824,17909,7329,10580
470.02259,17909,7350,10559
470.06281,17923,7350,10573
470.10297,17923,7325,10598
470.14344,17896,7325,10571
470.18354,17896,7335,10561
470.2237,17893,7335,10558
470.2642,17893,7360,10533
470.30418,17896,7360,10536
470.34425,17896,7323,10573
470.38453,17920,7323,10597
470.4247,17920,7356,10564
470.46489,17884,7356,10528
470.50511,17884,7349,10535
470.54543,17932,7349,10583
470.58565,17932,7325,10607
470.62587,17905,7325,10580
470.66609,17905,7341,10564
470.70635,17887,7341,10546
470.74654,17887,7354,10533
470.78728,18061,7354,10707
470.82686,18061,7310,10751
470.86705,17908,7310,10598
470.90749,17908,7346,10562
470.94753,17905,7346,10559
470.98788,17905,7324,10581
471.02807,17884,7324,10560
471.06792,17884,7298,10586
471.1083,17894,7298,10596
471.14861,17894,7319,10575
471.18872,17889,7319,10570
471.22897,17889,7311,10578
471.26922,17909,7311,10598
471.30944,17909,7326,10583
471.34961,17909,7326,10583
471.38986,17909,7343,10566
471.43011,17875,7343,10532
471.47034,17875,7332,10543
471.51059,17884,7332,10552
471.55078,17884,7300,10584
471.59088,17874,7300,10574
471.63117,17874,7324,10550
471.67142,17888,7324,10564
471.71155,17888,7333,10555
471.7518,17895,7333,10562
471.79242,17895,7339,10556
471.83228,17906,7339,10567
471.87244,17906,7326,10580
471.9126,17908,7326,10582
471.95277,17908,7337,10571
471.99296,17899,7337,10562
472.03333,17899,7329,10570
472.07334,17908,7329,10579
472.11356,17908,7340,10568
472.15388,17909,7340,10569
472.19404,17909,7335,10574
472.23429,17894,7335,10559
472.27452,17894,7354,10540
472.31465,17923,7354,10569
472.35484,17923,7327,10596
472.395,17924,7327,10597
472.43535,17924,7358,10566
472.47536,17905,7358,10547
472.51573,17905,7329,10576
472.55583,17898,7329,10569
472.59602,17898,7337,10561
472.63619,17898,7337,10561
472.67644,17898,7315,10583
472.71654,17931,7315,10616
472.75689,17931,7336,10595
472.79717,17899,7336,10563
472.8373,17899,7327,10572
472.87755,17877,7327,10550
472.91778,17877,7327,10550
472.95791,17889,7327,10562
472.9981,17889,7310,10579
473.03841,17903,7310,10593
473.07852,17903,7336,10567
473.11898,17889,7336,10553
473.15911,17889,7334,10555
473.19937,17886,7334,10552
473.23953,17886,7318,10568
473.27978,17894,7318,10576
473.31997,17894,7329,10565
473.3598,17877,7329,10548
473.40024,17877,7318,10559
473.44046,17891,7318,10573
473.48077,17891,7316,10575
473.52094,17906,7316,10590
473.56107,17906,7342,10564
473.60126,17910,7342,10568
473.64142,17910,7330,10580
473.68149,17883,7330,10553
473.72184,17883,7325,10558
473.76221,17918,7325,10593
473.80231,17918,7309,10609
473.84257,17906,7309,10597
473.8827,17906,7340,10566
473.92298,17888,7340,10548
473.96326,17888,7325,10563
474.00349,17896,7325,10571
474.04374,17896,7324,10572
474.08393,17882,7324,10558
474.12422,17882,7343,10539
474.16435,17926,7343,10583
474.20457,17926,7325,10601
474.24464,17913,7325,10588
474.28499,17913,7350,10563
474.32536,17882,7350,10532
474.3654,17882,7303,10579
474.40565,17919,7303,10616
474.44588,17919,7335,10584
474.48616,18055,7335,10720
474.52629,18055,7343,10712
474.56642,17903,7343,10560
474.60686,17903,7311,10592
474.6469,17902,7311,10591
474.68721,17902,7318,10584
474.72796,17891,7318,10573
474.76763,17891,7336,10555
474.80773,17903,7336,10567
474.84804,17903,7344,10559
474.88821,17910,7344,10566
474.9284,17910,7323,10587
474.96862,17905,7323,10582
475.00884,17905,7310,10595
475.04897,17901,7310,10591
475.08923,17901,7317,10584
475.12939,17911,7317,10594
475.16964,17911,7302,10609
475.20996,17909,7302,10607
475.25015,17909,7330,10579
475.29034,17923,7330,10593
475.33053,17923,7336,10587
475.37088,17890,7336,10554
475.41104,17890,7330,10560
475.45126,17885,7330,10555
475.49188,17885,7310,10575
475.53171,17892,7310,10582
475.57187,17892,7331,10561
475.61209,17869,7331,10538
475.65229,17869,7306,10563
475.6926,17908,7306,10602
475.73285,17908,7324,10584
475.77302,17901,7324,10577
475.81321,17901,7328,10573
475.85355,17882,7328,10554
475.89365,17882,7306,10576
475.93391,17872,7306,10566
475.97416,17872,7324,10548
476.01444,18057,7324,10733
476.05451,18057,7322,10735
476.09458,17892,7322,10570
476.13505,17892,7296,10596
476.17509,17885,7296,10589
476.21525,17885,7313,10572
476.25566,17889,7313,10576
476.2957,17889,7328,10561
476.33589,17907,7328,10579
476.37617,17907,7332,10575
476.41624,17891,7332,10559
476.45656,17891,7317,10574
476.49684,17890,7317,10573
476.53691,17890,7317,10573
476.57723,17879,7317,10562
476.61748,17879,7315,10564
476.65776,17887,7315,10572
476.69787,17887,7304,10583
476.73815,17918,7304,10614
476.77856,17918,7303,10615
476.81838,17905,7303,10602
476.85863,17905,7305,10600
476.89892,17898,7305,10593
476.93899,17898,7329,10569
476.97918,17898,7329,10569
477.01962,17898,7319,10579
477.05963,17895,7319,10576
477.10006,17895,7327,10568
477.1401,17903,7327,10576
477.18036,17903,7297,10606
477.22058,17894,7297,10597
477.26071,17894,7312,10582
477.30102,17884,7312,10572
477.34128,17884,7318,10566
477.3815,17899,7318,10581
477.42172,17899,7313,10586
477.46188,17870,7313,10557
477.50214,17870,7323,10547
477.54236,17897,7323,10574
477.58258,17897,7315,10582
477.62287,17878,7315,10563
477.66312,17878,7312,10566
477.70331,17886,7312,10574
477.74351,17886,7325,10561
477.78382,17893,7325,10568
477.82368,17893,7322,10571
477.86405,17885,7322,10563
477.90437,17885,7335,10550
477.94465,17918,7335,10583
477.98475,17918,7321,10597
478.02507,17889,7321,10568
478.0652,17889,7333,10556
478.10545,17907,7333,10574
478.1457,17907,7314,10593
478.18605,17916,7314,10602
478.22612,17916,7329,10587
478.26634,17896,7329,10567
478.30693,17896,7346,10550
478.34676,17909,7346,10563
478.38701,17909,7349,10560
478.42742,17886,7349,10537
478.46752,17886,7292,10594
478.50774,17884,7292,10592
478.54799,17884,7325,10559
478.58818,17906,7325,10581
478.6285,17906,7348,10558
478.66875,17902,7348,10554
478.70897,17902,7321,10581
478.74923,17896,7321,10575
478.78945,17896,7305,10591
478.82964,17900,7305,10595
478.86971,17900,7323,10577
478.91006,17904,7323,10581
478.95022,17904,7322,10582
478.99035,17896,7322,10574
479.0307,17896,7331,10565
479.07113,17894,7331,10563
479.11117,17894,7322,10572
479.15136,17904,7322,10582
479.19162,17904,7323,10581
479.23187,17880,7323,10557
479.27197,17880,7326,10554
479.31223,17873,7326,10547
479.35245,17873,7317,10556
479.39264,17900,7317,10583
479.43283,17900,7328,10572
479.47315,17896,7328,10568
479.5134,17896,7303,10593
479.55365,17888,7303,10585
479.59385,17888,7329,10559
479.63416,17891,7329,10562
479.67426,17891,7311,10580
479.71451,17908,7311,10597
479.75483,17908,7316,10592
479.79508,17888,7316,10572
479.83521,17888,7309,10579
479.87547,17869,7309,10560
479.91575,17869,7297,10572
479.956,17889,7297,10592
479.99632,17889,7301,10588
480.03648,17874,7301,10573
480.07676,17874,7318,10556
480.11702,17898,7318,10580
480.15712,17898,7290,10608
480.19749,17886,7290,10596
480.23765,17886,7307,10579
480.27785,17882,7307,10575
480.31819,17882,7304,10578
480.35832,17883,7304,10579
480.39861,17883,7323,10560
480.4388,17886,7323,10563
480.47902,17886,7307,10579
480.51928,17898,7307,10591
480.55965,17898,7283,10615
480.59969,17900,7283,10617
480.64,17900,7306,10594
480.6802,17897,7306,10591
480.72066,17897,7302,10595
480.76067,17898,7302,10596
480.80074,17898,7331,10567
480.84094,17888,7331,10557
480.88113,17888,7328,10560
480.92141,17885,7328,10557
480.9616,17885,7339,10546
481.00177,17897,7339,10558
481.04202,17897,7317,10580
481.08239,17914,7317,10597
481.12253,17914,7315,10599
481.16272,17933,7315,10618
481.20303,17933,7309,10624
481.24322,18079,7309,10770
481.28342,18079,7321,10758
481.32358,17918,7321,10597
481.36383,17918,7320,10598
481.40399,17880,7320,10560
481.44428,17880,7320,10560
481.48459,17894,7320,10574
481.5246,17894,7305,10589
481.56482,17913,7305,10608
481.60508,17913,7308,10605
481.64524,17900,7308,10592
481.68537,17900,7327,10573
481.72562,17885,7327,10558
481.76591,17885,7310,10575
481.80601,17922,7310,10612
481.84623,17922,7298,10624
481.88648,17907,7298,10609
481.92668,17907,7315,10592
481.96696,17895,7315,10580
482.00764,17895,7320,10575
482.04731,17893,7320,10573
482.08745,17893,7299,10594
482.12788,17887,7299,10588
482.1681,17887,7310,10577
482.20824,17879,7310,10569
482.24846,17879,7311,10568
482.28859,17883,7311,10572
482.3286,17883,7316,10567
482.36897,17908,7316,10592
482.40904,17908,7311,10597
482.44927,17900,7311,10589
482.48961,17900,7321,10579
482.52977,17882,7321,10561
482.57,17882,7315,10567
482.61022,17901,7315,10586
482.65041,17901,7318,10583
482.69054,17897,7318,10579
482.73086,17897,7314,10583
482.7712,18018,7314,10704
482.81115,18018,7329,10689
482.8514,17906,7329,10577
482.89175,17906,7307,10599
482.93188,17912,7307,10605
482.97216,17912,7292,10620
483.01278,17875,7292,10583
483.05258,17875,7294,10581
483.09274,17878,7294,10584
483.13302,17878,7304,10574
483.17322,17855,7304,10551
483.21335,17855,7284,10571
483.25366,17898,7284,10614
483.29382,17898,7295,10603
483.33408,17884,7295,10589
483.3743,17884,7300,10584
483.41449,17893,7300,10593
483.45475,17893,7307,10586
483.495,17889,7307,10582
483.53592,17889,7299,10590
483.57535,17898,7299,10599
483.61548,17898,7301,10597
483.65583,17897,7301,10596
483.69602,17897,7303,10594
483.73618,17888,7303,10585
483.77641,17888,7315,10573
483.81632,17887,7315,10572
483.85676,17887,7318,10569
483.89701,17898,7318,10580
483.93708,17898,7296,10602
483.97746,17875,7296,10579
484.01771,17875,7304,10571
484.0579,17886,7304,10582
484.09822,17886,7290,10596
484.13832,17893,7290,10603
484.17857,17893,7310,10583
484.21883,17871,7310,10561
484.25908,17871,7293,10578
484.2993,17887,7293,10594
484.33953,17887,7307,10580
484.37978,17869,7307,10562
484.42012,17869,7282,10587
484.46019,17885,7282,10603
484.50045,17885,7279,10606
484.54073,17882,7279,10603
484.58095,17882,7297,10585
484.62127,17904,7297,10607
484.66149,17904,7293,10611
484.70168,17883,7293,10590
484.74188,17883,7292,10591
484.78219,17884,7292,10592
484.82229,17884,7318,10566
484.86254,17864,7318,10546
484.9028,17864,7307,10557
484.94296,17904,7307,10597
484.98327,17904,7314,10590
485.0235,17861,7314,10547
485.06375,17861,7297,10564
485.10385,17887,7297,10590
485.1441,17887,7323,10564
485.18436,17894,7323,10571
485.22473,17894,7290,10604
485.26483,17893,7290,10603
485.30503,17893,7300,10593
485.34528,17878,7300,10578
485.38553,17878,7294,10584
485.42557,17886,7294,10592
485.46582,17886,7309,10577
485.50617,17885,7309,10576
485.54627,17885,7314,10571
485.58643,17887,7314,10573
485.62669,17887,7313,10574
485.66697,17896,7313,10583
485.70725,17896,7298,10598
485.74742,17885,7298,10587
485.78755,17885,7290,10595
485.82807,17905,7290,10615
485.86802,17905,7301,10604
485.90834,17876,7301,10575
485.9485,17876,7276,10600
485.98884,17910,7276,10634
486.02919,17910,7317,10593
486.06926,17882,7317,10565
486.10942,17882,7316,10566
486.14961,17879,7316,10563
486.18987,17879,7306,10573
486.23015,17906,7306,10600
486.27028,17906,7324,10582
486.3105,17905,7324,10581
486.35067,17905,7316,10589
486.39092,17898,7316,10582
486.43117,17898,7311,10587
486.47143,18047,7311,10736
486.51165,18047,7282,10765
486.55184,17890,7282,10608
486.59185,17890,7306,10584
486.63226,17889,7306,10583
486.67248,17889,7307,10582
486.71334,17875,7307,10568
486.75292,17875,7302,10573
486.79318,17899,7302,10597
486.8334,17899,7306,10593
486.87359,17884,7306,10578
486.91378,17884,7293,10591
486.95422,17887,7293,10594
486.99426,17887,7290,10597
487.03451,17887,7290,10597
487.07474,17887,7294,10593
487.11493,17884,7294,10590
487.15509,17884,7314,10570
487.19544,17901,7314,10587
487.2356,17901,7293,10608
487.27573,17875,7293,10582
487.31592,17875,7297,10578
487.35624,17887,7297,10590
487.39628,17887,7318,10569
487.43659,17889,7318,10571
487.47733,17889,7294,10595
487.51697,17896,7294,10602
487.55674,17896,7308,10588
487.59718,17898,7308,10590
487.63737,17898,7297,10601
487.67762,17876,7297,10579
487.71778,17876,7283,10593
487.75788,17899,7283,10616
487.79814,17899,7317,10582
487.83851,17904,7317,10587
487.87849,17904,7311,10593
487.91884,17905,7311,10594
487.95909,17905,7307,10598
487.99949,18040,7307,10733
488.03966,18040,7319,10721
488.07973,17869,7319,10550
488.12001,17869,7278,10591
488.16014,17908,7278,10630
488.20033,17908,7283,10625
488.24059,17875,7283,10592
488.28084,17875,7297,10578
488.32103,17910,7297,10613
488.36129,17910,7302,10608
488.40157,17904,7302,10602
488.44179,17904,7283,10621
488.48195,17904,7283,10621
488.52215,17904,7318,10586
488.56237,17884,7318,10566
488.60268,17884,7272,10612
488.64275,17891,7272,10619
488.68304,17891,7297,10594
488.72323,17863,7297,10566
488.76367,17863,7287,10576
488.80358,17900,7287,10613
488.84372,17900,7304,10596
488.88409,17880,7304,10576
488.92419,17880,7281,10599
488.96445,17891,7281,10610
489.00461,17891,7281,10610
489.04483,17886,7281,10605
489.08499,17886,7310,10576
489.1254,17887,7310,10577
489.16535,17887,7276,10611
489.20569,17898,7276,10622
489.24585,17898,7287,10611
489.2862,17869,7287,10582
489.32624,17869,7280,10589
489.36649,17893,7280,10613
489.40677,17893,7297,10596
489.44703,17869,7297,10572
489.48716,17869,7273,10596
489.5279,17873,7273,10600
489.56757,17873,7282,10591
489.60777,17903,7282,10621
489.64805,17903,7296,10607
489.68824,17898,7296,10602
489.7285,17898,7284,10614
489.76869,17902,7284,10618
489.80888,17902,7273,10629
489.84898,17891,7273,10618
489.88942,17891,7295,10596
489.92958,17883,7295,10588
489.96953,17883,7294,10589
490.0099,17880,7294,10586
490.05006,17880,7286,10594
490.09023,17878,7286,10592
490.13048,17878,7254,10624
490.17076,17886,7254,10632
490.21096,17886,7293,10593
490.25121,17894,7293,10601
490.29155,17894,7302,10592
490.33181,17903,7302,10601
490.37191,17903,7301,10602
490.41216,17902,7301,10601
490.45241,17902,7299,10603
490.49267,17905,7299,10606
490.53286,17905,7276,10629
490.57311,17877,7276,10601
490.61331,17877,7308,10569
490.65356,17905,7308,10597
490.69372,17905,7279,10626
490.73397,17897,7279,10618
490.77417,17897,7289,10608
490.81445,17922,7289,10633
490.85455,17922,7288,10634
490.89477,17918,7288,10630
490.93494,17918,7279,10639
490.97513,17870,7279,10591
491.01538,17870,7312,10558
491.05557,17922,7312,10610
491.09589,17922,7290,10632
491.13614,17850,7290,10560
491.17639,17850,7309,10541
491.21659,17702,7309,10393
491.25687,17702,7288,10414
491.29709,17759,7288,10471
491.33735,17759,7280,10479
491.37751,17718,7280,10438
491.41798,17718,7301,10417
491.45792,17659,7301,10358
491.49824,17659,7279,10380
491.5384,17684,7279,10405
491.57856,17684,7279,10405
491.61875,17760,7279,10481
491.65895,17760,7292,10468
491.69923,17963,7292,10671
491.7393,17963,7291,10672
491.77958,17857,7291,10566
491.81962,17857,7273,10584
491.86003,17863,7273,10590
491.90013,17863,7259,10604
491.94081,17844,7259,10585
491.98027,17844,7275,10569
492.02058,17870,7275,10595
492.0609,17870,7268,10602
492.10106,17834,7268,10566
492.14131,17834,7286,10548
492.18145,17721,7286,10435
492.22161,17721,7305,10416
492.26189,17920,7305,10615
492.30217,17920,7351,10569
492.34234,17857,7351,10506
492.38247,17857,7405,10452
492.42281,17740,7405,10335
492.46331,17740,7449,10291
492.50311,17642,7449,10193
492.54324,17642,7449,10193
492.58352,17596,7449,10147
492.62371,17596,7479,10117
492.66391,17597,7479,10118
492.70419,17597,7481,10116
492.74444,17586,7481,10105
492.78454,17586,7455,10131
492.82477,17500,7455,10045
492.86493,17500,7640,9860
492.90518,17573,7640,9933
492.9454,17573,7659,9914
492.98566,17610,7659,9951
493.02588,17610,7733,9877
493.06616,17608,7733,9875
493.10629,17608,7775,9833
493.14646,17651,7775,9876
493.18671,17651,7758,9893
493.22724,18211,7758,10453
493.26706,18211,7721,10490
493.30732,17748,7721,10027
493.34766,17748,7754,9994
493.38795,17742,7754,9988
493.42802,17742,7774,9968
493.46839,17741,7774,9967
493.50846,17741,7758,9983
493.54875,17873,7758,10115
493.58894,17873,7841,10032
493.62913,17845,7841,10004
493.66954,17845,7845,10000
493.70961,17911,7845,10066
493.74974,17911,7840,10071
493.79005,17944,7840,10104
493.83037,17944,7830,10114
493.8705,17967,7830,10137
493.91078,17967,7844,10123
493.951,17916,7844,10072
493.99147,17916,7864,10052
494.03124,17902,7864,10038
494.07152,17902,7842,10060
494.1118,17899,7842,10057
494.15203,17899,7884,10015
494.19219,17931,7884,10047
494.23253,17931,7924,10007
494.2727,17919,7924,9995
494.31298,17919,7936,9983
494.35311,17883,7936,9947
494.3933,17883,7949,9934
494.43356,17940,7949,9991
494.47378,17940,7925,10015
494.51397,17940,7925,10015
494.55429,17940,7938,10002
494.59439,17955,7938,10017
494.63464,17955,7952,10003
494.6748,18035,7952,10083
494.71505,18035,7959,10076
494.75586,18013,7959,10054
494.79535,18013,7968,10045
494.8356,17983,7968,10015
494.87607,17983,8060,9923
494.91608,18104,8060,10044
494.95645,18104,8037,10067
494.99655,18008,8037,9971
495.03668,18008,7984,10024
495.07645,18178,7984,10194
495.11689,18178,7898,10280
495.15714,18302,7898,10404
495.19736,18302,7852,10450
495.23761,18306,7852,10454
495.27781,18306,7857,10449
495.31797,18304,7857,10447
495.35822,18304,7834,10470
495.39838,18295,7834,10461
495.43858,18295,7816,10479
495.47889,18261,7816,10445
495.51933,18261,7801,10460
495.55931,18282,7801,10481
495.5995,18282,7775,10507
495.6396,18263,7775,10488
495.67991,18263,7779,10484
495.72017,18234,7779,10455
495.76048,18234,7778,10456
495.80052,18231,7778,10453
495.84068,18231,7787,10444
495.88103,18244,7787,10457
495.92119,18244,7757,10487
495.96135,18243,7757,10486
496.00154,18243,7755,10488
496.04183,18226,7755,10471
496.08193,18226,7767,10459
496.12218,18224,7767,10457
496.16246,18224,7731,10493
496.20269,18214,7731,10483
496.24294,18214,7755,10459
496.28326,18237,7755,10482
496.32336,18237,7743,10494
496.36355,18199,7743,10456
496.40405,18199,7745,10454
496.44402,18225,7745,10480
496.48419,18225,7721,10504
496.52438,18206,7721,10485
496.56466,18206,7724,10482
496.60479,18203,7724,10479
496.64502,18203,7729,10474
496.68527,18215,7729,10486
496.72552,18215,7703,10512
496.76578,18167,7703,10464
496.80594,18167,7707,10460
496.84616,18175,7707,10468
496.88644,18175,7700,10475
496.92661,18347,7700,10647
496.96686,18347,7687,10660
497.00699,18177,7687,10490
497.04734,18177,7691,10486
497.08747,18170,7691,10479
497.12775,18170,7691,10479
497.16861,18154,7691,10463
497.20792,18154,7691,10463
497.2483,18169,7691,10478
497.28858,18169,7685,10484
497.32871,18139,7685,10454
497.36884,18139,7670,10469
497.40916,18163,7670,10493
497.44935,18163,7666,10497
497.48973,18159,7666,10493
497.5298,18159,7667,10492
497.56999,18157,7667,10490
497.61015,18157,7671,10486
497.6504,18145,7671,10474
497.69105,18145,7662,10483
497.73073,18150,7662,10488
497.77095,18150,7630,10520
497.81132,18147,7630,10517
497.85143,18147,7636,10511
497.89162,18149,7636,10513
497.93199,18149,7627,10522
497.97222,18166,7627,10539
498.01232,18166,7639,10527
498.05263,18143,7639,10504
498.09276,18143,7651,10492
498.13302,18150,7651,10499
498.17327,18150,7652,10498
498.21343,18143,7652,10491
498.25368,18143,7639,10504
498.29378,18136,7639,10497
498.33389,18136,7623,10513
498.37414,18154,7623,10531
498.41439,18154,7618,10536
498.45474,18025,7618,10407
498.49469,18025,7605,10420
498.53488,18098,7605,10493
498.57531,18098,7644,10454
498.61545,18137,7644,10493
498.65567,18137,7619,10518
498.6961,18147,7619,10528
498.73614,18147,7626,10521
498.77634,18103,7626,10477
498.81668,18103,7614,10489
498.85672,18111,7614,10497
498.89707,18111,7638,10473
498.93732,18120,7638,10482
498.97748,18120,7617,10503
499.01767,18125,7617,10508
499.05787,18125,7608,10517
499.09821,18112,7608,10504
499.13831,18112,7588,10524
499.17863,18102,7588,10514
499.21863,18102,7583,10519
499.25904,18114,7583,10531
499.29923,18114,7572,10542
499.33955,18115,7572,10543
499.37962,18115,7594,10521
499.41987,18102,7594,10508
499.46012,18102,7573,10529
499.50038,18075,7573,10502
499.54054,18075,7593,10482
499.58079,18127,7593,10534
499.62089,18127,7575,10552
499.66112,18092,7575,10517
499.70137,18092,7554,10538
499.74153,18088,7554,10534
499.78172,18088,7560,10528
499.82192,18096,7560,10536
499.8622,18096,7542,10554
499.90245,18116,7542,10574
499.94255,18116,7547,10569
499.98308,18102,7547,10555
500.02291,18102,7575,10527
500.0631,18101,7575,10526
500.10351,18101,7564,10537
500.14367,18105,7564,10541
500.18389,18105,7565,10540
500.22414,18105,7565,10540
500.2644,18105,7556,10549
500.30465,18085,7556,10529
500.3449,18085,7539,10546
500.38507,18113,7539,10574
500.42532,18113,7548,10565
500.46551,18102,7548,10554
500.50573,18102,7573,10529
500.54617,18088,7573,10515
500.58624,18088,7545,10543
500.62634,18079,7545,10534
500.66662,18079,7560,10519
500.70688,18086,7560,10526
